,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
89,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1489,26,11,0.0
90,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X550,16,9,0.0
91,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1078,17,13,0.15384615384615385
92,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X112,19,10,0.0
93,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1767,16,11,0.0
94,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X999,14,11,0.0
95,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X85,14,8,0.0
96,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X398,24,14,0.0
97,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1012,20,9,0.0
98,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1986,18,12,0.0
99,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1264,28,13,0.0
100,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X4,11,8,0.0
101,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1838,21,11,0.18181818181818177
102,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1533,18,8,0.0
103,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X589,18,14,0.0
104,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1622,17,14,0.0
105,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X51,11,9,0.0
106,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X558,23,10,0.0
107,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1193,18,9,0.0
108,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X901,12,8,0.0
109,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1677,15,12,0.0
110,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X389,13,10,0.0
111,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X236,15,11,0.0
112,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1997,14,10,0.0
113,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1148,12,9,0.2222222222222222
114,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1007,13,9,0.0
115,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X700,25,12,0.0
116,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X267,12,9,0.0
117,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X866,22,14,0.0
118,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1601,24,12,0.0
119,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X272,11,7,0.2857142857142857
120,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X671,18,9,0.0
121,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X810,16,9,0.0
122,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1247,12,6,0.0
123,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X257,10,7,0.0
124,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1028,16,8,0.0
125,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X623,22,12,0.0
126,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2019,13,7,0.0
127,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X816,17,7,0.2857142857142857
128,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X335,14,10,0.0
129,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X991,19,11,0.0
130,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X318,20,11,0.0
131,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1979,19,14,0.0
132,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1205,21,14,0.0
133,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X800,12,8,0.0
134,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X382,12,11,0.0
135,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X618,24,17,0.0
136,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X146,8,7,0.0
137,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1516,18,10,0.0
138,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1444,18,13,0.0
139,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X351,13,9,0.0
140,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X741,17,12,0.0
141,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1333,18,15,0.0
142,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X218,11,7,0.0
143,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X655,17,9,0.0
144,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1319,16,11,0.18181818181818177
145,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X491,16,11,0.0
146,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1935,13,10,0.0
147,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1477,21,11,0.0
148,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X826,21,11,0.0
149,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X900,16,11,0.0
150,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X139,11,9,0.0
151,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2003,23,13,0.0
152,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X469,15,8,0.0
153,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X584,14,11,0.0
154,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X924,22,13,0.15384615384615385
155,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X37,12,10,0.0
156,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X7,11,9,0.0
157,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X259,10,8,0.0
158,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1744,18,9,0.0
159,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1969,15,12,0.0
160,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2,13,7,0.0
161,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1758,9,7,0.0
162,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1198,25,12,0.16666666666666663
163,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1368,18,9,0.0
164,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1209,18,11,0.0
165,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X396,20,12,0.0
166,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1472,27,11,0.0
167,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X883,25,14,0.0
168,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X168,13,9,0.0
169,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X69,15,11,0.0
170,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1114,9,7,0.0
171,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X970,14,12,0.0
172,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X720,22,8,0.25
173,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1405,16,6,0.0
174,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X387,12,10,0.0
175,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X998,16,10,0.0
176,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1875,23,12,0.0
177,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1361,22,8,0.0
178,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1595,19,13,0.0
179,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1386,22,12,0.0
180,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2000,23,12,0.0
181,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2047,15,7,0.0
182,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1636,26,15,0.0
183,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X22,15,9,0.0
184,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1183,12,8,0.0
185,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1609,14,6,0.0
186,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X893,18,7,0.0
187,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1960,15,9,0.0
188,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1970,17,14,0.1428571428571429
189,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1785,16,7,0.0
190,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X587,18,16,0.0
191,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X479,11,9,0.0
192,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1280,20,11,0.0
193,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1670,18,12,0.0
194,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1309,24,13,0.0
195,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X597,19,9,0.0
196,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X248,12,8,0.0
197,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X579,21,14,0.0
198,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X539,20,10,0.0
199,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1712,17,11,0.18181818181818177
200,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X947,18,11,0.0
201,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X201,20,15,0.1333333333333333
202,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1811,17,13,0.0
203,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1841,11,7,0.0
204,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X13,7,7,0.0
205,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X208,16,7,0.0
206,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X608,21,13,0.0
207,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X639,17,10,0.0
208,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X44,17,10,0.0
209,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X273,15,10,0.0
210,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1810,15,14,0.0
211,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1488,27,12,0.16666666666666663
212,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1723,20,14,0.0
213,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X721,29,14,0.0
214,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1651,23,13,0.0
215,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1429,22,17,0.0
216,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1261,17,8,0.0
217,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X243,19,9,0.0
218,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1967,20,11,0.0
219,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X568,20,11,0.18181818181818177
220,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2040,15,7,0.0
221,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1759,10,5,0.0
222,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X825,17,7,0.0
223,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X320,23,12,0.0
224,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1324,23,10,0.0
225,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X11,10,9,0.0
226,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1669,16,12,0.0
227,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X832,20,12,0.0
228,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1313,16,8,0.0
229,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X326,20,15,0.0
230,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1671,15,9,0.0
231,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1729,23,12,0.0
232,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1122,24,15,0.0
233,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X386,14,9,0.0
234,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1312,17,10,0.0
235,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1877,17,8,0.0
236,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X459,18,13,0.0
237,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1683,14,11,0.0
238,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1471,23,13,0.0
239,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1537,13,11,0.0
240,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2004,17,14,0.0
241,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X228,18,13,0.0
242,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1482,18,9,0.0
243,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X64,19,10,0.0
244,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1279,13,7,0.0
245,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1260,18,11,0.0
246,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X622,20,13,0.0
247,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2017,18,6,0.0
248,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X677,15,11,0.0
249,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1687,18,12,0.0
250,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1920,13,10,0.0
251,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1469,20,13,0.0
252,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X809,9,5,0.0
253,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1845,17,13,0.0
254,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1043,14,10,0.0
255,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X211,15,6,0.0
256,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X725,19,7,0.0
257,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X653,11,9,0.0
258,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1005,13,10,0.0
259,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1859,19,12,0.0
260,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X971,16,13,0.0
261,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1578,14,10,0.0
262,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X870,22,16,0.0
263,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1420,27,16,0.0
264,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X376,12,6,0.0
265,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1443,18,12,0.0
266,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1363,21,9,0.0
267,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X885,20,8,0.0
268,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X794,19,10,0.0
269,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X221,9,6,0.0
270,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2027,11,8,0.0
271,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1000,15,9,0.0
272,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X891,19,12,0.0
273,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X2033,21,9,0.0
274,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X417,12,9,0.0
275,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X763,20,10,0.0
276,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X344,14,9,0.0
277,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1999,12,11,0.0
278,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1294,29,15,0.0
279,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1111,19,10,0.0
280,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X73,18,13,0.15384615384615385
281,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X817,15,8,0.0
282,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X53,11,8,0.0
283,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1286,20,12,0.0
284,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X956,26,12,0.16666666666666663
285,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1435,18,14,0.0
286,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1637,18,14,0.0
287,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1751,13,6,0.0
288,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1929,17,13,0.0
289,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X304,16,10,0.19999999999999996
290,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1987,16,10,0.0
291,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X1569,15,12,0.0
292,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X788,23,13,0.15384615384615385
293,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X48,13,10,0.19999999999999996
294,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y-X,X845,19,13,0.0
