,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
193,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1644,1,1,
194,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X295,1,0,
195,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X455,2,0,
196,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X407,1,1,
197,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X266,3,2,
198,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1540,2,1,
199,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1302,2,2,
200,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1352,1,1,
201,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1404,1,0,
202,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2020,1,0,
203,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1562,8,0,
204,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X151,9,0,
205,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1412,1,0,
206,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X237,1,1,
207,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X793,1,1,
208,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2026,1,0,
209,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1895,1,0,
210,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X10,4,3,
211,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X128,1,1,
212,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1927,1,0,
213,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2024,1,0,
214,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X814,1,1,
215,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X652,2,1,
216,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1038,2,2,
217,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1938,2,0,
218,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X77,1,1,
219,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X529,1,0,
220,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1710,2,1,
221,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X8,4,3,
222,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X9,1,1,
223,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X569,1,1,
224,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1686,9,0,
225,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1596,1,1,
226,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2041,1,1,
227,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1868,1,0,
228,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X759,2,2,
229,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X666,1,1,
230,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1618,1,0,
231,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1072,1,1,
232,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2039,3,2,
233,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X509,1,1,
234,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X50,1,0,
235,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1358,2,0,
236,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X93,1,1,
237,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1027,1,1,
238,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1878,1,0,
239,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1525,1,1,
240,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1817,1,1,
241,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1621,1,0,
242,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1355,1,1,
243,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X803,1,0,
244,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1335,1,0,
245,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1555,9,0,
246,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X665,2,2,
247,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X252,1,0,
248,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1561,2,2,
249,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1380,1,0,
250,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1025,1,1,
251,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X32,1,0,
252,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X264,3,2,
253,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X827,1,1,
254,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X61,1,1,
255,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X557,1,1,
256,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1188,2,1,
257,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X513,1,0,
258,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X594,1,0,
259,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X906,1,1,
260,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1408,1,1,
261,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1624,1,1,
262,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1068,1,1,
263,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X404,1,1,
264,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1993,1,0,
265,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X303,1,0,
266,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X779,2,1,
267,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1559,8,0,
268,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1454,1,0,
269,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1459,2,0,
270,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X57,1,1,
271,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1821,1,1,
272,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1486,1,0,
273,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X394,1,1,
274,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X294,1,0,
275,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X442,1,1,
276,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X84,1,1,
277,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1457,1,1,
278,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X661,1,0,
279,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X157,1,0,
280,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X184,1,1,
281,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1984,1,1,
282,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1958,2,1,
283,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1672,1,0,
284,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1476,2,1,
285,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X595,1,0,
286,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X311,1,0,
287,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X667,3,3,
288,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1798,11,0,
289,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1580,2,2,
290,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X475,2,1,
291,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1191,2,1,
292,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X570,1,1,
293,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X799,1,1,
294,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1526,1,1,
295,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X588,2,0,
296,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X511,1,1,
297,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X899,2,1,
298,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1348,1,0,
299,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1590,9,0,
300,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1232,2,2,
301,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1585,1,1,
302,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1204,2,1,
303,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1727,4,2,
304,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1722,2,1,
305,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X951,1,1,
306,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X548,1,0,
307,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X537,2,2,
308,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X283,1,1,
309,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X561,1,1,
310,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1568,1,0,
311,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1576,2,1,
312,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X1946,1,0,
313,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X987,2,1,
314,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X347,1,1,
315,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X729,2,1,
316,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X392,1,1,
317,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X547,1,0,
318,String850,Experiment3,Hacat,Methylation,,Champ,Champ,Y-X,X2042,1,0,
